Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
CO2 emissions (kt),EN.ATM.CO2E.KT,Benin,BEN,330,2900.00009536743,3470.00002861023,4000,4019.99998092651,4420.00007629395,4829.99992370605,4650.00009536743,4440.00005722046,4679.99982833862,5190.00005722046,5510.00022888184,6739.99977111816,6869.99988555908,7420.00007629395,7300.00019073486,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bhutan,BTN,80,319.999992847443,319.999992847443,319.999992847443,300.000011920929,319.999992847443,400.000005960464,589.999973773956,639.999985694885,670.000016689301,699.999988079071,769.999980926514,930.000007152557,970.000028610229,1049.99995231628,1049.99995231628,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bolivia,BOL,10410,10050.0001907349,11229.9995422363,12079.9999237061,13109.9996566772,14000,15170.0000762939,16610.0006103516,17420.0000762939,18739.9997711182,20409.9998474121,20760.0002288818,22010.0002288818,22750,23229.9995422363,22340.0001525879,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bosnia and Herzegovina,BIH,23970,16229.9995422363,17909.9998474121,18889.9993896484,20760.0002288818,20590.0001525879,20840.0001525879,23739.9997711182,21959.9990844727,21850.0003814697,19489.9997711182,19620.0008392334,22340.0001525879,22680.0003051758,22600.0003814697,21069.9996948242,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Botswana,BWA,2810,4280.00020980835,4090.00015258789,4320.00017166138,4389.9998664856,4190.00005722046,3369.99988555908,3880.00011444092,3410.00008583069,5420.00007629395,6989.99977111816,6949.99980926514,6630.00011444092,7329.99992370605,7309.99994277954,7250,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Brazil,BRA,197900,331690.002441406,335619.995117188,352559.997558594,373630.004882813,350000,397929.992675781,418309.997558594,454230.010986328,486839.996337891,511619.995117188,485339.996337891,447079.986572266,456489.990234375,433989.990234375,434299.987792969,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Brunei Darussalam,BRN,3260,4989.99977111816,7519.99998092651,7139.9998664856,7909.99984741211,7869.99988555908,7170.00007629395,7329.99992370605,7300.00019073486,7210.00003814697,7079.99992370605,6400.00009536743,6969.99979019165,7289.99996185303,7539.99996185303,6989.99977111816,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bulgaria,BGR,73610,47990.0016784668,48950.0007629395,52599.9984741211,50040.0009155273,42909.9998474121,44740.0016784668,49639.9993896484,45020.0004577637,39659.9998474121,42049.9992370605,44560.001373291,41590.0001525879,43880.0010681152,40900.0015258789,39139.9993896484,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Burkina Faso,BFA,500,1059.99994277954,1240.00000953674,1409.9999666214,1700.00004768372,1730.00001907349,2289.99996185303,2460.00003814697,2940.00005722046,3130.00011444092,3180.0000667572,3700.00004768372,3700.00004768372,4269.99998092651,4670.00007629395,5000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Burundi,BDI,170,150.000005960464,180.000007152557,180.000007152557,180.000007152557,180.000007152557,300.000011920929,360.000014305115,370.000004768372,389.999985694885,379.999995231628,400.000005960464,439.999997615814,529.999971389771,689.999997615814,720.000028610229,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cabo Verde,CPV,100,439.999997615814,500,460.00000834465,479.999989271164,509.999990463257,540.000021457672,569.999992847443,529.999971389771,509.999990463257,500,500,550.000011920929,589.999973773956,610.000014305115,649.999976158142,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cambodia,KHM,1260,2660.00008583069,2960.00003814697,3660.00008583069,4059.99994277954,4750,5139.9998664856,5360.0001335144,5670.00007629395,5739.99977111816,6949.99980926514,8430.00030517578,11069.9996948242,12689.9995803833,14579.9999237061,16180.0003051758,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cameroon,CMR,2900,5019.99998092651,5090.00015258789,6130.00011444092,6389.9998664856,7030.00020980835,7010.00022888184,6809.99994277954,6880.00011444092,7550.00019073486,8250,8460.00003814697,9079.99992370605,9170.00007629395,9590.00015258789,9430.00030517578,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Canada,CAN,419490,549030.029296875,540530.029296875,571630.004882813,550469.970703125,521320.007324219,537010.009765625,549289.978027344,546210.021972656,555659.973144531,561679.992675781,558700.012207031,556830.017089844,568080.017089844,580090.026855469,580210.021972656,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Central African Republic,CAF,150,219.999998807907,230.000004172325,239.999994635582,170.000001788139,170.000001788139,170.000001788139,189.999997615814,200.000002980232,119.999997317791,129.999995231628,189.999997615814,209.999993443489,219.999998807907,230.000004172325,239.999994635582,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Chad,TCD,390,479.999989271164,509.999990463257,500,540.000021457672,790.000021457672,1240.00000953674,1100.00002384186,1860.00001430511,2190.00005722046,2259.99999046326,2390.00010490417,2210.00003814697,2150.00009536743,2190.00005722046,2250,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Chile,CHL,30520,55970.0012207031,57150.0015258789,64569.9996948242,67989.9978637695,65449.9969482422,69750,76470.0012207031,78410.0036621094,83000,76559.9975585938,82230.0033569336,86489.9978637695,87069.9996948242,86610.0006103516,91370.002746582,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,China,CHN,2173360,5824629.8828125,6437470.21484375,6993180.17578125,7199600.09765625,7719069.82421875,8474919.921875,9282549.8046875,9541870.1171875,9984570.3125,10006669.921875,9861099.609375,9874660.15625,10096009.765625,10502929.6875,10707219.7265625,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Colombia,COL,48730,57639.9993896484,57689.998626709,59180.0003051758,59779.9987792969,62009.9983215332,63560.001373291,69099.9984741211,69699.9969482422,76860.0006103516,79199.9969482422,80230.0033569336,82680.0003051758,74989.9978637695,78589.9963378906,81040.0009155273,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Comoros,COM,70,150.000005960464,170.000001788139,109.999999403954,109.999999403954,140.000000596046,170.000001788139,150.000005960464,159.999996423721,189.999997615814,170.000001788139,189.999997615814,219.999998807907,280.000001192093,300.000011920929,319.999992847443,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Congo, Dem. Rep.",COD,3180,2210.00003814697,2279.99997138977,2470.00002861023,2549.99995231628,2500,2650.00009536743,3019.99998092651,2829.99992370605,3960.00003814697,5139.9998664856,3230.00001907349,2420.00007629395,2849.99990463257,3119.99988555908,3210.00003814697,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Congo, Rep.",COG,3200,4309.99994277954,4780.00020980835,4150.00009536743,4360.0001335144,4840.00015258789,5420.00007629395,5380.00011444092,5260.00022888184,5329.99992370605,5190.00005722046,5659.99984741211,5500,5409.99984741211,6489.99977111816,7260.00022888184,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Costa Rica,CRI,2870,6269.99998092651,6559.99994277954,7599.99990463257,7519.99998092651,7199.99980926514,7110.0001335144,7429.99982833862,7449.99980926514,7780.00020980835,7829.99992370605,7539.99996185303,8079.99992370605,8260.00022888184,8369.99988555908,8239.99977111816,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cote d'Ivoire,CIV,2710,5880.00011444092,5699.99980926514,5659.99984741211,6469.99979019165,6030.00020980835,6349.99990463257,6119.99988555908,8039.99996185303,8689.9995803833,9199.99980926514,9810.0004196167,9590.00015258789,10560.0004196167,10189.9995803833,10829.9999237061,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Croatia,HRV,20340,21450.0007629395,21610.0006103516,22879.9991607666,21729.9995422363,20309.9994659424,19459.9990844727,19030.0006866455,17409.9998474121,17010.0002288818,16239.9997711182,16600.0003814697,16879.9991607666,17409.9998474121,16430.0003051758,16520.0004577637,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cuba,CUB,35620,26319.9996948242,26780.0006866455,27680.0003051758,26750,26979.9995422363,28110.0006103516,27590.0001525879,28690.0005340576,28870.0008392334,26690.0005340576,29209.9990844727,27170.0000762939,26239.9997711182,26709.9990844727,25909.9998474121,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cyprus,CYP,4590,7900.00009536743,8000,8310.0004196167,8489.99977111816,8279.99973297119,7900.00009536743,7630.00011444092,7099.99990463257,6429.99982833862,6809.99994277954,6849.99990463257,7219.99979019165,7360.0001335144,7199.99980926514,7190.00005722046,..,..
